Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,259,62,114,46,1,30
4,219,47,119,51,1,5
5,228,61,134,36,0,0
6,246,51,131,46,0,10
7,247,60,97,44,4,0
8,263,72,123,42,2,10
9,237,66,129,36,5,20
10,236,82,134,53,3,10
11,242,95,116,51,4,10
12,242,80,112,57,5,5
13,261,97,142,41,5,45
14,253,94,143,45,4,35
15,231,80,127,48,7,20
16,251,88,167,51,3,15
17,263,112,148,52,5,25
18,250,97,155,53,11,20
19,286,120,137,43,9,45
20,268,81,155,53,11,55
21,263,117,140,41,7,50
22,260,106,161,46,13,30
23,260,115,160,61,11,50
24,242,109,149,50,9,40
25,270,140,164,57,14,65
26,261,122,159,68,11,60
27,245,133,169,73,10,45
