Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,186,81,166,31,0,15
4,210,63,138,34,1,0
5,211,68,136,38,1,5
6,213,74,154,39,3,5
7,184,61,175,42,3,10
8,204,78,140,50,3,15
9,225,89,155,36,4,10
10,243,87,152,45,6,20
11,195,87,182,50,5,20
12,191,77,167,52,5,20
13,212,101,190,51,4,25
14,210,88,175,51,1,25
15,215,102,171,38,6,20
16,221,91,194,45,5,25
17,212,122,197,46,2,35
18,218,96,211,63,7,10
19,226,107,185,60,4,15
20,240,117,188,65,6,30
21,251,125,215,58,3,25
22,239,133,219,44,8,15
23,241,141,215,57,4,30
24,252,147,210,57,4,5
25,221,145,175,58,9,35
26,218,164,227,61,5,35
27,237,143,257,69,11,30
