Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,233,62,156,41,0,20
4,277,55,152,44,3,5
5,266,64,144,34,1,15
6,258,79,172,44,1,20
7,226,63,144,41,1,5
8,292,94,172,44,0,10
9,272,96,152,51,3,0
10,244,78,173,51,5,5
11,255,84,181,44,2,15
12,272,96,179,44,2,15
13,254,106,173,46,1,15
14,269,106,172,51,3,15
15,229,114,201,58,4,5
16,237,119,167,57,3,30
17,263,114,195,36,1,15
18,279,115,188,60,4,10
19,243,141,211,65,1,20
20,252,126,199,70,3,5
21,251,140,209,57,4,10
22,243,142,224,73,3,15
23,243,147,204,80,1,5
24,256,153,232,70,2,10
25,252,135,229,76,7,10
26,216,155,206,76,4,35
27,239,163,207,78,5,15
