Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,255,49,169,60,3,20
4,244,48,164,62,2,5
5,252,55,142,43,1,20
6,267,41,172,63,0,10
7,273,56,169,46,1,0
8,241,59,176,50,2,5
9,309,66,163,81,2,5
10,285,69,171,60,2,0
11,268,85,169,79,4,10
12,262,80,171,81,5,10
13,265,77,168,70,5,50
14,283,100,192,82,1,20
15,238,83,215,80,5,5
16,241,74,193,80,4,25
17,242,104,178,85,4,10
18,237,111,188,84,4,15
19,257,107,218,78,8,15
20,247,127,189,83,2,30
21,281,111,230,86,5,25
22,249,116,223,83,5,20
23,261,119,217,110,10,40
24,264,120,229,90,6,55
25,296,126,210,71,7,25
26,241,128,237,91,5,35
27,255,145,221,110,4,35
