Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,221,75,165,26,1,20
4,213,80,213,37,3,5
5,225,91,182,34,1,5
6,245,65,196,40,3,10
7,233,74,189,48,2,15
8,237,76,176,33,2,10
9,225,93,200,32,2,10
10,225,86,208,37,3,5
11,208,101,213,46,4,25
12,221,88,231,46,1,5
13,243,81,192,44,2,25
14,262,113,212,44,4,5
15,237,89,229,45,2,15
16,254,98,194,53,5,15
17,243,130,202,43,4,20
18,239,108,204,35,2,15
19,250,119,214,46,5,15
20,234,114,237,48,6,10
21,238,129,214,53,8,20
22,252,135,207,43,7,45
23,280,134,256,46,7,15
24,249,145,239,55,5,30
25,260,132,229,46,12,40
26,242,138,256,52,6,35
27,255,143,267,44,8,30
