Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,197,87,146,28,2,5
4,206,87,129,39,2,5
5,231,73,134,50,2,20
6,195,90,129,38,0,10
7,225,70,128,33,3,5
8,221,98,115,44,2,0
9,219,100,131,47,2,15
10,189,91,111,34,6,20
11,209,100,121,37,4,25
12,226,107,123,37,2,10
13,232,108,144,40,3,15
14,232,121,149,42,2,10
15,192,115,119,40,4,10
16,239,111,154,49,5,15
17,213,123,122,32,10,20
18,204,105,148,44,9,55
19,250,115,142,54,4,25
20,239,134,142,45,4,50
21,208,127,139,46,5,15
22,217,140,121,45,14,35
23,210,120,122,48,6,45
24,225,146,133,64,3,35
25,226,147,141,58,8,20
26,208,123,127,54,7,15
27,250,137,134,56,10,30
