Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,186,81,166,31,0,15
4,212,63,141,34,1,0
5,214,68,140,38,1,5
6,221,74,157,40,3,5
7,191,61,182,42,3,10
8,214,79,149,50,3,15
9,235,91,161,38,3,10
10,254,88,164,45,8,20
11,204,89,184,54,6,15
12,206,79,176,52,8,35
13,225,104,208,52,6,35
14,219,89,184,52,2,40
15,234,104,189,38,8,20
16,231,93,205,47,5,30
17,233,127,213,46,3,40
18,230,96,222,63,9,15
19,241,109,204,60,4,25
20,260,119,212,67,8,35
21,265,130,230,60,5,30
22,263,138,235,48,12,25
23,256,149,223,62,8,50
24,266,151,225,57,5,15
25,241,149,193,62,14,60
26,224,168,245,66,7,50
27,259,150,281,73,15,40
