Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,197,87,146,28,2,5
4,205,87,129,39,2,5
5,229,73,134,50,2,20
6,193,90,127,38,0,10
7,222,70,128,32,3,5
8,221,96,114,44,2,0
9,219,100,129,47,2,15
10,190,90,107,34,6,20
11,206,100,120,37,3,25
12,222,107,123,37,1,5
13,228,107,141,40,3,15
14,226,121,149,42,2,5
15,192,115,119,40,3,10
16,236,111,150,49,5,15
17,212,122,121,31,9,20
18,203,105,144,44,7,50
19,244,114,142,53,4,15
20,236,133,138,45,4,50
21,205,126,137,46,5,15
22,212,139,118,45,14,35
23,208,120,121,48,6,45
24,220,145,130,62,3,35
25,224,145,137,59,7,20
26,204,125,124,52,6,15
27,246,133,135,56,8,25
