Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,204,66,128,23,4,5
4,230,62,127,27,3,15
5,248,69,133,38,2,20
6,277,66,124,27,2,15
7,266,83,140,36,3,20
8,243,77,134,26,3,5
9,284,89,148,32,4,5
10,285,66,139,39,1,20
11,264,93,131,32,1,5
12,261,97,139,26,7,15
13,247,97,159,34,1,35
14,249,114,149,22,2,15
15,291,109,155,33,2,5
16,270,120,157,35,5,15
17,294,114,144,34,1,20
18,267,113,168,33,6,15
19,301,115,144,28,6,25
20,249,120,126,26,7,25
21,291,142,155,28,7,35
22,264,116,137,32,5,30
23,250,129,149,26,7,25
24,277,133,138,27,5,30
25,297,140,131,28,7,35
26,294,128,141,24,6,20
27,317,181,145,23,15,35
