Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,175,64,151,41,3,10
4,184,81,120,37,0,20
5,197,71,109,40,1,0
6,221,60,113,40,2,0
7,210,75,116,29,2,10
8,178,68,109,36,1,10
9,202,66,118,36,3,10
10,204,69,102,41,5,15
11,203,75,117,49,3,15
12,190,99,107,44,8,0
13,213,86,111,50,7,45
14,205,78,138,48,8,40
15,193,90,128,54,7,25
16,181,107,123,32,4,45
17,231,99,117,43,10,30
18,222,93,122,47,4,45
19,260,107,121,54,14,20
20,203,111,129,34,4,60
21,210,107,143,40,6,30
22,214,116,132,40,8,35
23,234,126,142,48,13,30
24,214,123,138,59,11,55
25,209,139,158,49,10,50
26,238,147,139,55,13,35
27,232,142,155,57,13,85
