Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,224,62,127,56,0,15
4,232,84,147,41,1,10
5,221,84,125,49,1,10
6,191,72,129,39,2,5
7,237,92,147,48,3,5
8,214,71,150,54,2,15
9,203,77,169,60,1,5
10,200,99,183,52,2,5
11,228,92,170,59,5,15
12,201,103,181,60,1,15
13,238,110,163,65,3,5
14,195,100,158,53,1,15
15,224,104,179,61,5,0
16,209,97,184,55,6,30
17,240,107,166,63,6,15
18,213,102,174,73,5,25
19,218,108,190,67,1,15
20,244,131,181,51,3,20
21,208,122,190,75,6,20
22,221,121,207,75,4,20
23,185,149,201,90,5,20
24,199,139,211,99,5,15
25,210,140,201,79,6,10
26,224,144,206,78,5,30
27,233,141,193,75,7,40
