Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,150,63,140,39,4,0
4,171,85,142,25,6,15
5,156,87,141,44,3,20
6,177,72,111,37,0,10
7,175,82,151,23,2,15
8,200,79,128,39,3,15
9,209,89,130,46,1,15
10,208,75,111,42,1,10
11,213,92,124,38,7,5
12,193,88,139,55,5,15
13,182,98,149,41,5,30
14,189,103,138,38,5,25
15,217,87,151,49,4,20
16,184,111,143,48,3,25
17,200,90,141,48,9,10
18,225,96,142,43,6,25
19,199,120,149,53,5,45
20,216,128,131,60,4,40
21,192,109,124,41,4,25
22,207,120,136,51,6,15
23,228,133,134,64,3,20
24,226,132,119,68,9,10
25,209,131,134,56,8,25
26,206,138,141,51,6,20
27,239,149,150,56,5,30
