Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,212,74,123,57,2,10
4,205,67,95,53,2,15
5,198,79,131,52,2,5
6,197,71,114,43,0,10
7,191,76,96,40,0,5
8,205,92,106,49,2,5
9,206,66,97,47,1,10
10,214,61,116,56,1,0
11,227,78,105,44,2,10
12,198,88,100,54,4,10
13,232,79,125,40,2,20
14,209,84,126,50,2,0
15,212,87,128,57,1,15
16,230,86,118,44,2,5
17,178,90,105,54,5,0
18,202,111,128,57,2,15
19,215,118,123,50,1,10
20,206,78,126,48,4,20
21,192,107,120,58,3,10
22,200,106,130,62,3,20
23,205,111,121,68,5,5
24,220,91,134,60,2,30
25,191,120,119,61,3,10
26,208,115,121,52,0,15
27,217,120,132,64,2,25
