Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,233,53,169,44,1,25
4,232,61,186,30,2,15
5,275,65,177,38,3,20
6,259,51,198,52,0,15
7,282,61,190,51,4,5
8,268,61,180,66,7,15
9,289,67,173,56,3,35
10,266,69,184,50,3,15
11,286,68,202,65,4,10
12,260,79,225,73,4,20
13,290,71,216,63,15,20
14,309,97,202,63,10,65
15,326,100,253,72,7,65
16,295,90,247,61,10,30
17,293,112,216,68,11,30
18,281,103,239,75,12,35
19,270,101,243,66,8,45
20,266,115,201,68,11,60
21,278,126,224,90,10,75
22,288,112,265,59,20,35
23,275,121,254,86,14,40
24,269,116,247,105,11,80
25,300,122,227,83,7,80
26,260,119,278,106,20,50
27,286,149,268,100,26,80
