Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,179,58,104,39,0,5
4,192,55,89,35,1,0
5,204,60,102,49,2,0
6,197,62,105,50,1,0
7,183,73,106,35,1,20
8,189,63,113,44,1,5
9,151,68,98,46,4,10
10,201,70,110,37,3,10
11,197,75,86,38,2,25
12,196,67,103,45,6,5
13,204,74,105,39,6,35
14,226,74,106,46,6,25
15,209,79,117,40,6,15
16,216,77,133,56,7,30
17,185,98,140,56,6,40
18,171,88,113,49,5,25
19,201,102,119,50,5,40
20,180,100,130,53,10,15
21,213,99,119,45,3,55
22,216,115,156,50,8,25
23,227,94,127,69,12,30
24,210,106,143,65,8,60
25,209,106,157,62,9,35
26,213,115,152,51,9,45
27,217,133,149,59,10,55
