Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,163,45,116,36,3,10
4,139,41,124,42,1,10
5,163,36,121,33,0,15
6,172,44,122,41,1,5
7,178,40,104,40,2,0
8,191,51,127,33,1,10
9,180,51,121,36,0,5
10,168,49,118,43,2,5
11,169,51,128,41,4,10
12,183,54,120,26,8,10
13,174,55,106,39,2,30
14,188,62,98,29,3,25
15,204,67,134,36,2,15
16,178,58,125,40,2,15
17,173,52,111,41,4,5
18,199,62,131,34,4,15
19,188,67,123,36,3,30
20,183,72,128,41,3,25
21,184,64,126,40,6,15
22,183,77,116,37,7,35
23,188,58,127,42,5,25
24,220,66,112,45,8,25
25,205,72,132,49,7,30
26,208,71,145,43,9,35
27,184,73,108,58,11,30
