Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,175,77,143,31,1,30
4,194,83,146,44,0,20
5,236,87,155,43,1,5
6,222,84,153,35,3,15
7,211,71,139,29,3,10
8,224,91,126,45,3,10
9,245,94,171,44,2,10
10,216,96,127,46,5,15
11,219,110,160,36,3,25
12,220,114,171,52,5,15
13,251,113,185,37,5,10
14,212,106,149,47,5,10
15,228,91,167,28,10,30
16,237,117,173,44,8,50
17,234,114,189,32,6,25
18,239,99,155,51,5,45
19,216,130,189,54,13,40
20,267,130,187,51,11,40
21,258,105,182,28,11,45
22,260,126,182,57,12,70
23,250,118,169,38,8,45
24,270,147,188,58,7,50
25,213,128,191,54,17,20
26,261,148,208,51,12,40
27,255,138,189,52,8,70
