Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,230,69,151,34,1,5
4,233,83,166,42,1,0
5,243,68,168,41,0,10
6,237,79,155,42,2,5
7,255,68,147,45,4,15
8,231,92,145,48,1,5
9,244,78,165,37,3,15
10,246,87,155,59,4,10
11,281,81,156,38,3,20
12,253,91,150,42,4,20
13,258,80,163,57,3,15
14,274,97,146,40,6,5
15,262,118,147,42,3,0
16,277,106,147,49,3,40
17,260,111,142,43,5,20
18,296,115,129,44,3,25
19,263,110,146,53,5,30
20,268,138,164,45,6,15
21,288,134,138,50,5,10
22,304,139,137,38,7,20
23,281,137,147,47,9,25
24,271,138,154,59,6,30
25,269,141,140,50,12,30
26,262,142,140,39,12,40
27,247,152,146,38,8,50
