Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,254,69,173,60,3,10
4,256,84,183,61,0,15
5,231,73,167,40,2,20
6,274,70,187,47,0,15
7,241,92,187,59,0,5
8,261,92,182,53,4,5
9,276,80,180,65,1,15
10,258,110,176,55,3,0
11,266,76,162,54,4,20
12,243,97,172,51,6,10
13,269,102,194,44,3,30
14,277,130,191,60,10,15
15,285,107,205,52,7,50
16,263,128,190,55,6,35
17,274,120,192,44,2,20
18,287,122,188,53,8,20
19,268,141,210,63,4,40
20,221,130,199,56,6,20
21,247,127,222,53,4,30
22,274,114,214,62,6,35
23,268,159,211,58,16,20
24,231,151,222,59,8,40
25,237,123,194,56,12,75
26,282,136,232,68,9,60
27,266,192,214,71,9,35
