Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,141,64,140,22,0,15
4,144,63,114,29,1,0
5,158,55,123,34,0,10
6,137,71,121,17,1,0
7,167,54,105,31,1,0
8,160,67,106,39,1,10
9,138,71,109,32,3,0
10,168,73,104,33,4,10
11,167,69,124,31,4,25
12,164,74,109,30,3,20
13,162,71,122,31,8,10
14,140,77,131,35,5,35
15,170,75,116,22,4,15
16,153,70,112,29,3,30
17,155,69,129,30,6,20
18,166,79,93,46,10,10
19,161,87,119,36,9,40
20,146,82,127,29,9,35
21,175,88,128,31,8,45
22,179,91,131,45,5,45
23,177,127,131,31,8,30
24,193,94,140,33,10,35
25,176,116,117,28,7,50
26,179,110,152,37,7,35
27,174,103,128,37,12,25
