Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,199,73,144,35,1,25
4,196,49,116,33,1,5
5,217,49,157,36,3,10
6,206,74,144,39,1,20
7,252,74,151,42,3,0
8,223,71,165,45,2,10
9,225,79,143,43,3,15
10,205,66,161,43,2,5
11,244,68,137,31,2,25
12,232,80,171,43,5,10
13,253,85,165,48,4,5
14,241,87,161,39,10,20
15,262,111,153,47,8,35
16,234,90,160,45,5,40
17,203,94,158,50,2,25
18,246,85,166,53,4,20
19,235,121,169,44,5,30
20,221,98,157,50,10,10
21,236,94,185,53,3,60
22,231,100,172,66,10,20
23,233,102,162,46,12,25
24,228,115,154,53,6,55
25,241,126,160,60,10,35
26,222,116,182,43,9,40
27,261,131,183,47,5,50
