Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,252,80,200,36,1,10
4,252,81,181,48,4,10
5,226,87,198,36,3,25
6,233,79,201,45,1,10
7,200,90,176,37,5,25
8,245,95,156,40,1,25
9,250,88,164,42,2,5
10,232,90,170,43,2,0
11,208,98,159,39,4,20
12,241,115,191,39,1,15
13,220,107,151,47,2,10
14,258,111,157,47,4,20
15,263,94,162,45,2,15
16,251,109,166,54,3,15
17,224,109,165,44,2,5
18,198,124,159,48,5,10
19,253,118,146,43,5,15
20,235,116,165,39,5,30
21,230,114,159,38,4,45
22,226,161,142,40,7,20
23,252,119,151,30,9,30
24,217,143,156,36,5,20
25,245,132,144,53,7,40
26,212,133,151,40,2,40
27,238,135,146,52,5,30
