Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,179,58,104,39,0,5
4,190,55,89,35,1,0
5,198,60,102,49,2,0
6,193,62,103,50,0,0
7,178,73,104,35,1,15
8,183,63,111,44,1,5
9,143,68,95,46,4,10
10,193,70,108,37,3,10
11,190,70,83,38,1,25
12,185,67,100,43,5,5
13,193,71,101,38,4,25
14,213,74,103,46,6,20
15,193,79,105,40,3,15
16,196,76,129,55,6,25
17,168,98,133,53,6,30
18,164,84,106,48,2,20
19,188,96,112,48,5,25
20,172,96,119,53,7,15
21,195,98,118,46,3,45
22,194,113,150,48,6,20
23,207,92,119,69,11,25
24,192,102,136,63,6,55
25,198,100,152,62,4,30
26,198,112,138,49,4,25
27,199,123,147,58,9,25
