Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,185,43,126,42,5,10
4,199,60,166,48,0,30
5,204,55,119,24,0,15
6,194,74,149,31,4,0
7,180,61,141,38,0,10
8,213,62,140,39,4,5
9,208,66,131,34,1,15
10,213,69,140,34,2,15
11,205,47,145,32,3,20
12,243,66,149,45,2,5
13,193,74,136,37,3,0
14,239,77,146,32,5,10
15,226,88,157,25,4,15
16,234,79,157,29,4,30
17,245,85,141,27,3,25
18,256,107,175,39,3,20
19,232,93,156,23,16,30
20,219,108,170,35,13,35
21,210,97,174,33,7,40
22,194,108,146,42,7,60
23,220,99,172,32,5,50
24,224,102,159,34,8,30
25,244,104,141,36,9,45
26,225,97,168,26,9,35
27,230,116,157,38,10,45
