Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,223,58,142,36,2,10
4,211,81,149,35,3,20
5,200,67,133,49,4,5
6,218,80,135,37,2,20
7,232,87,123,41,2,10
8,212,88,128,37,5,10
9,230,88,133,44,4,20
10,246,80,139,37,3,10
11,221,87,142,35,7,30
12,237,81,173,51,7,20
13,225,98,136,42,2,15
14,244,85,163,43,2,35
15,272,83,146,40,4,25
16,229,100,128,51,6,20
17,226,90,146,41,8,20
18,226,108,146,49,4,30
19,247,114,132,39,4,20
20,243,123,164,39,7,20
21,234,116,137,40,7,15
22,223,131,123,38,5,25
23,233,115,156,50,5,30
24,241,128,153,52,5,35
25,242,119,135,51,5,30
26,245,153,155,43,6,30
27,226,133,164,46,10,35
