Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,279,84,132,30,1,25
4,276,81,112,33,1,5
5,270,94,125,32,2,10
6,316,105,112,31,1,5
7,319,98,114,30,2,10
8,344,109,113,26,4,0
9,346,118,138,35,4,25
10,312,124,139,30,2,15
11,333,116,145,18,3,25
12,334,121,129,37,4,10
13,346,147,123,37,6,5
14,345,141,137,23,4,25
15,333,138,126,30,6,20
16,345,131,114,39,4,50
17,315,154,141,28,6,10
18,345,155,151,23,2,25
19,365,141,126,39,3,20
20,368,164,131,37,7,20
21,359,173,156,33,2,30
22,311,184,130,34,6,35
23,343,184,157,40,11,15
24,318,200,145,20,7,35
25,321,171,133,25,7,40
26,324,201,144,25,4,45
27,342,210,125,24,13,5
