Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,248,49,157,26,1,25
4,221,52,168,36,2,5
5,260,56,162,41,0,10
6,243,62,161,35,1,10
7,277,71,178,39,4,0
8,261,71,183,34,6,20
9,236,88,182,48,5,25
10,257,91,180,31,5,20
11,243,76,167,34,1,20
12,321,94,172,41,3,20
13,253,98,183,49,4,10
14,289,79,180,36,6,10
15,263,101,200,36,7,15
16,263,97,170,45,0,25
17,268,101,169,58,4,20
18,287,111,194,50,5,15
19,270,120,203,55,9,40
20,301,109,212,43,7,30
21,275,120,198,36,2,25
22,272,119,227,47,12,20
23,280,125,241,49,6,25
24,267,124,211,36,10,40
25,301,129,211,34,9,40
26,270,154,215,38,6,35
27,274,138,223,52,14,20
