Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,175,77,143,31,1,30
4,194,83,146,44,0,20
5,233,87,152,43,1,5
6,220,83,151,35,3,15
7,209,71,135,29,3,10
8,221,90,126,45,3,10
9,243,94,169,43,2,10
10,210,95,124,46,4,15
11,215,110,157,36,2,20
12,212,114,167,52,5,15
13,247,113,187,36,4,10
14,209,105,148,47,4,5
15,225,90,161,28,9,30
16,232,117,167,44,8,40
17,230,114,183,32,3,30
18,228,99,151,49,4,35
19,209,128,184,53,11,25
20,260,128,184,50,8,40
21,254,104,175,29,10,25
22,252,127,180,56,12,65
23,242,116,164,38,7,40
24,266,145,183,57,7,45
25,210,126,189,53,14,20
26,252,147,204,53,9,35
27,248,136,186,50,7,65
