Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,170,79,117,24,0,15
4,159,50,117,23,1,10
5,164,70,121,29,1,5
6,182,60,114,29,0,5
7,188,59,103,25,1,10
8,184,73,112,22,2,5
9,188,77,122,28,2,0
10,211,69,110,29,7,5
11,190,86,98,33,2,35
12,184,60,106,31,4,5
13,184,64,115,25,4,10
14,197,75,126,28,2,20
15,209,82,104,27,5,20
16,180,63,118,15,8,25
17,200,72,111,26,1,25
18,174,93,105,27,4,25
19,171,78,93,17,2,20
20,180,114,107,22,5,20
21,172,81,86,27,6,20
22,198,117,82,26,2,15
23,170,103,105,18,7,15
24,173,102,92,23,7,10
25,195,75,99,18,7,40
26,157,88,101,23,9,35
27,179,100,98,24,9,40
