Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,221,75,165,26,1,20
4,212,80,212,37,3,5
5,224,91,180,34,1,5
6,238,65,193,40,3,10
7,226,74,184,47,2,15
8,231,76,167,33,2,10
9,217,92,191,32,2,10
10,216,85,200,37,2,5
11,200,100,202,45,4,20
12,212,88,216,46,1,5
13,233,76,179,44,1,25
14,257,112,200,41,1,0
15,226,88,219,43,1,5
16,244,96,187,53,3,10
17,233,128,185,41,1,5
18,230,107,199,32,2,5
19,240,119,202,45,5,15
20,228,109,225,49,3,10
21,226,125,210,49,3,10
22,246,132,193,42,5,25
23,259,133,241,44,5,10
24,243,144,224,51,3,20
25,240,127,221,44,7,25
26,230,135,225,50,6,20
27,234,140,253,44,6,15
