Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,240,56,135,33,0,20
4,258,55,152,16,4,0
5,284,67,162,31,0,15
6,269,73,152,32,6,15
7,246,85,159,40,5,5
8,287,58,150,46,3,20
9,298,68,178,39,4,15
10,250,92,157,42,3,30
11,314,76,179,47,6,25
12,321,102,150,55,2,20
13,280,102,165,43,5,25
14,336,81,161,34,3,20
15,281,105,165,41,4,25
16,280,120,172,37,6,20
17,281,97,196,49,7,30
18,243,117,196,48,8,25
19,308,122,174,49,6,35
20,289,126,168,51,8,35
21,310,128,192,47,6,30
22,296,147,174,36,4,30
23,283,135,187,46,9,25
24,283,146,192,38,6,20
25,309,141,198,53,10,35
26,277,142,173,53,11,45
27,295,126,180,46,17,65
