,Model_id,Model_name,To_state_id,To_state_name,Sex_state_id,Race_state_id,Age,Probability
850,6.0,Physical activity,40.0,Inactive,35.0,31.0,31.0,0.628
851,6.0,Physical activity,40.0,Inactive,35.0,31.0,32.0,0.628
852,6.0,Physical activity,40.0,Inactive,35.0,31.0,33.0,0.628
853,6.0,Physical activity,40.0,Inactive,35.0,31.0,34.0,0.628
854,6.0,Physical activity,40.0,Inactive,35.0,31.0,35.0,0.628
855,6.0,Physical activity,40.0,Inactive,35.0,31.0,36.0,0.628
856,6.0,Physical activity,40.0,Inactive,35.0,31.0,37.0,0.628
857,6.0,Physical activity,40.0,Inactive,35.0,31.0,38.0,0.628
858,6.0,Physical activity,40.0,Inactive,35.0,31.0,39.0,0.628
859,6.0,Physical activity,40.0,Inactive,35.0,31.0,40.0,0.628
860,6.0,Physical activity,40.0,Inactive,35.0,31.0,41.0,0.628
861,6.0,Physical activity,40.0,Inactive,35.0,31.0,42.0,0.628
862,6.0,Physical activity,40.0,Inactive,35.0,31.0,43.0,0.628
863,6.0,Physical activity,40.0,Inactive,35.0,31.0,44.0,0.628
864,6.0,Physical activity,40.0,Inactive,35.0,31.0,45.0,0.6729999999999999
865,6.0,Physical activity,40.0,Inactive,35.0,31.0,46.0,0.6729999999999999
866,6.0,Physical activity,40.0,Inactive,35.0,31.0,47.0,0.6729999999999999
867,6.0,Physical activity,40.0,Inactive,35.0,31.0,48.0,0.6729999999999999
868,6.0,Physical activity,40.0,Inactive,35.0,31.0,49.0,0.6729999999999999
869,6.0,Physical activity,40.0,Inactive,35.0,31.0,50.0,0.6729999999999999
870,6.0,Physical activity,40.0,Inactive,35.0,31.0,51.0,0.6729999999999999
871,6.0,Physical activity,40.0,Inactive,35.0,31.0,52.0,0.6729999999999999
872,6.0,Physical activity,40.0,Inactive,35.0,31.0,53.0,0.6729999999999999
873,6.0,Physical activity,40.0,Inactive,35.0,31.0,54.0,0.6729999999999999
874,6.0,Physical activity,40.0,Inactive,35.0,31.0,55.0,0.7170000000000001
875,6.0,Physical activity,40.0,Inactive,35.0,31.0,56.0,0.7170000000000001
876,6.0,Physical activity,40.0,Inactive,35.0,31.0,57.0,0.7170000000000001
877,6.0,Physical activity,40.0,Inactive,35.0,31.0,58.0,0.7170000000000001
878,6.0,Physical activity,40.0,Inactive,35.0,31.0,59.0,0.7170000000000001
879,6.0,Physical activity,40.0,Inactive,35.0,31.0,60.0,0.7170000000000001
880,6.0,Physical activity,40.0,Inactive,35.0,31.0,61.0,0.7170000000000001
881,6.0,Physical activity,40.0,Inactive,35.0,31.0,62.0,0.7170000000000001
882,6.0,Physical activity,40.0,Inactive,35.0,31.0,63.0,0.7170000000000001
883,6.0,Physical activity,40.0,Inactive,35.0,31.0,64.0,0.7170000000000001
884,6.0,Physical activity,40.0,Inactive,35.0,31.0,65.0,0.768
885,6.0,Physical activity,40.0,Inactive,35.0,31.0,66.0,0.768
886,6.0,Physical activity,40.0,Inactive,35.0,31.0,67.0,0.768
887,6.0,Physical activity,40.0,Inactive,35.0,31.0,68.0,0.768
888,6.0,Physical activity,40.0,Inactive,35.0,31.0,69.0,0.768
889,6.0,Physical activity,40.0,Inactive,35.0,31.0,70.0,0.768
890,6.0,Physical activity,40.0,Inactive,35.0,31.0,71.0,0.768
891,6.0,Physical activity,40.0,Inactive,35.0,31.0,72.0,0.768
892,6.0,Physical activity,40.0,Inactive,35.0,31.0,73.0,0.768
893,6.0,Physical activity,40.0,Inactive,35.0,31.0,74.0,0.768
894,6.0,Physical activity,40.0,Inactive,35.0,31.0,75.0,0.853
895,6.0,Physical activity,40.0,Inactive,35.0,31.0,76.0,0.853
896,6.0,Physical activity,40.0,Inactive,35.0,31.0,77.0,0.853
897,6.0,Physical activity,40.0,Inactive,35.0,31.0,78.0,0.853
898,6.0,Physical activity,40.0,Inactive,35.0,31.0,79.0,0.853
899,6.0,Physical activity,40.0,Inactive,35.0,31.0,80.0,0.853
900,6.0,Physical activity,40.0,Inactive,35.0,31.0,81.0,0.853
901,6.0,Physical activity,40.0,Inactive,35.0,31.0,82.0,0.853
902,6.0,Physical activity,40.0,Inactive,35.0,31.0,83.0,0.853
903,6.0,Physical activity,40.0,Inactive,35.0,31.0,84.0,0.853
904,6.0,Physical activity,40.0,Inactive,35.0,31.0,85.0,0.853
905,6.0,Physical activity,40.0,Inactive,35.0,31.0,86.0,0.853
906,6.0,Physical activity,40.0,Inactive,35.0,31.0,87.0,0.853
907,6.0,Physical activity,40.0,Inactive,35.0,31.0,88.0,0.853
908,6.0,Physical activity,40.0,Inactive,35.0,31.0,89.0,0.853
909,6.0,Physical activity,40.0,Inactive,35.0,31.0,90.0,0.853
910,6.0,Physical activity,40.0,Inactive,35.0,31.0,91.0,0.853
911,6.0,Physical activity,40.0,Inactive,35.0,31.0,92.0,0.853
912,6.0,Physical activity,40.0,Inactive,35.0,31.0,93.0,0.853
913,6.0,Physical activity,40.0,Inactive,35.0,31.0,94.0,0.853
914,6.0,Physical activity,40.0,Inactive,35.0,31.0,95.0,0.853
915,6.0,Physical activity,40.0,Inactive,35.0,31.0,96.0,0.853
916,6.0,Physical activity,40.0,Inactive,35.0,31.0,97.0,0.853
917,6.0,Physical activity,40.0,Inactive,35.0,31.0,98.0,0.853
918,6.0,Physical activity,40.0,Inactive,35.0,31.0,99.0,0.853
919,6.0,Physical activity,40.0,Inactive,35.0,31.0,100.0,0.853
920,6.0,Physical activity,40.0,Inactive,35.0,31.0,101.0,0.853
921,6.0,Physical activity,40.0,Inactive,35.0,31.0,102.0,0.853
922,6.0,Physical activity,40.0,Inactive,35.0,31.0,103.0,0.853
923,6.0,Physical activity,40.0,Inactive,35.0,31.0,104.0,0.853
924,6.0,Physical activity,40.0,Inactive,35.0,31.0,105.0,0.853
925,6.0,Physical activity,40.0,Inactive,35.0,31.0,106.0,0.853
926,6.0,Physical activity,40.0,Inactive,35.0,31.0,107.0,0.853
927,6.0,Physical activity,40.0,Inactive,35.0,31.0,108.0,0.853
928,6.0,Physical activity,40.0,Inactive,35.0,31.0,109.0,0.853
929,6.0,Physical activity,40.0,Inactive,35.0,31.0,110.0,0.853
930,6.0,Physical activity,40.0,Inactive,35.0,29.0,18.0,0.455
931,6.0,Physical activity,40.0,Inactive,35.0,29.0,19.0,0.455
932,6.0,Physical activity,40.0,Inactive,35.0,29.0,20.0,0.455
933,6.0,Physical activity,40.0,Inactive,35.0,29.0,21.0,0.455
934,6.0,Physical activity,40.0,Inactive,35.0,29.0,22.0,0.455
935,6.0,Physical activity,40.0,Inactive,35.0,29.0,23.0,0.455
936,6.0,Physical activity,40.0,Inactive,35.0,29.0,24.0,0.455
937,6.0,Physical activity,40.0,Inactive,35.0,29.0,25.0,0.46799999999999997
938,6.0,Physical activity,40.0,Inactive,35.0,29.0,26.0,0.46799999999999997
939,6.0,Physical activity,40.0,Inactive,35.0,29.0,27.0,0.46799999999999997
940,6.0,Physical activity,40.0,Inactive,35.0,29.0,28.0,0.46799999999999997
941,6.0,Physical activity,40.0,Inactive,35.0,29.0,29.0,0.46799999999999997
942,6.0,Physical activity,40.0,Inactive,35.0,29.0,30.0,0.46799999999999997
943,6.0,Physical activity,40.0,Inactive,35.0,29.0,31.0,0.46799999999999997
944,6.0,Physical activity,40.0,Inactive,35.0,29.0,32.0,0.46799999999999997
945,6.0,Physical activity,40.0,Inactive,35.0,29.0,33.0,0.46799999999999997
946,6.0,Physical activity,40.0,Inactive,35.0,29.0,34.0,0.46799999999999997
947,6.0,Physical activity,40.0,Inactive,35.0,29.0,35.0,0.46799999999999997
948,6.0,Physical activity,40.0,Inactive,35.0,29.0,36.0,0.46799999999999997
949,6.0,Physical activity,40.0,Inactive,35.0,29.0,37.0,0.46799999999999997
950,6.0,Physical activity,40.0,Inactive,35.0,29.0,38.0,0.46799999999999997
951,6.0,Physical activity,40.0,Inactive,35.0,29.0,39.0,0.46799999999999997
952,6.0,Physical activity,40.0,Inactive,35.0,29.0,40.0,0.46799999999999997
953,6.0,Physical activity,40.0,Inactive,35.0,29.0,41.0,0.46799999999999997
954,6.0,Physical activity,40.0,Inactive,35.0,29.0,42.0,0.46799999999999997
955,6.0,Physical activity,40.0,Inactive,35.0,29.0,43.0,0.46799999999999997
956,6.0,Physical activity,40.0,Inactive,35.0,29.0,44.0,0.46799999999999997
957,6.0,Physical activity,40.0,Inactive,35.0,29.0,45.0,0.523
958,6.0,Physical activity,40.0,Inactive,35.0,29.0,46.0,0.523
959,6.0,Physical activity,40.0,Inactive,35.0,29.0,47.0,0.523
960,6.0,Physical activity,40.0,Inactive,35.0,29.0,48.0,0.523
961,6.0,Physical activity,40.0,Inactive,35.0,29.0,49.0,0.523
962,6.0,Physical activity,40.0,Inactive,35.0,29.0,50.0,0.523
963,6.0,Physical activity,40.0,Inactive,35.0,29.0,51.0,0.523
964,6.0,Physical activity,40.0,Inactive,35.0,29.0,52.0,0.523
965,6.0,Physical activity,40.0,Inactive,35.0,29.0,53.0,0.523
966,6.0,Physical activity,40.0,Inactive,35.0,29.0,54.0,0.523
967,6.0,Physical activity,40.0,Inactive,35.0,29.0,55.0,0.586
968,6.0,Physical activity,40.0,Inactive,35.0,29.0,56.0,0.586
969,6.0,Physical activity,40.0,Inactive,35.0,29.0,57.0,0.586
970,6.0,Physical activity,40.0,Inactive,35.0,29.0,58.0,0.586
971,6.0,Physical activity,40.0,Inactive,35.0,29.0,59.0,0.586
972,6.0,Physical activity,40.0,Inactive,35.0,29.0,60.0,0.586
973,6.0,Physical activity,40.0,Inactive,35.0,29.0,61.0,0.586
974,6.0,Physical activity,40.0,Inactive,35.0,29.0,62.0,0.586
975,6.0,Physical activity,40.0,Inactive,35.0,29.0,63.0,0.586
976,6.0,Physical activity,40.0,Inactive,35.0,29.0,64.0,0.586
977,6.0,Physical activity,40.0,Inactive,35.0,29.0,65.0,0.6409999999999999
978,6.0,Physical activity,40.0,Inactive,35.0,29.0,66.0,0.6409999999999999
979,6.0,Physical activity,40.0,Inactive,35.0,29.0,67.0,0.6409999999999999
980,6.0,Physical activity,40.0,Inactive,35.0,29.0,68.0,0.6409999999999999
981,6.0,Physical activity,40.0,Inactive,35.0,29.0,69.0,0.6409999999999999
982,6.0,Physical activity,40.0,Inactive,35.0,29.0,70.0,0.6409999999999999
983,6.0,Physical activity,40.0,Inactive,35.0,29.0,71.0,0.6409999999999999
984,6.0,Physical activity,40.0,Inactive,35.0,29.0,72.0,0.6409999999999999
985,6.0,Physical activity,40.0,Inactive,35.0,29.0,73.0,0.6409999999999999
986,6.0,Physical activity,40.0,Inactive,35.0,29.0,74.0,0.6409999999999999
987,6.0,Physical activity,40.0,Inactive,35.0,29.0,75.0,0.759
988,6.0,Physical activity,40.0,Inactive,35.0,29.0,76.0,0.759
989,6.0,Physical activity,40.0,Inactive,35.0,29.0,77.0,0.759
990,6.0,Physical activity,40.0,Inactive,35.0,29.0,78.0,0.759
991,6.0,Physical activity,40.0,Inactive,35.0,29.0,79.0,0.759
992,6.0,Physical activity,40.0,Inactive,35.0,29.0,80.0,0.759
993,6.0,Physical activity,40.0,Inactive,35.0,29.0,81.0,0.759
994,6.0,Physical activity,40.0,Inactive,35.0,29.0,82.0,0.759
995,6.0,Physical activity,40.0,Inactive,35.0,29.0,83.0,0.759
996,6.0,Physical activity,40.0,Inactive,35.0,29.0,84.0,0.759
997,6.0,Physical activity,40.0,Inactive,35.0,29.0,85.0,0.888
998,6.0,Physical activity,40.0,Inactive,35.0,29.0,86.0,0.888
999,6.0,Physical activity,40.0,Inactive,35.0,29.0,87.0,0.888
1000,6.0,Physical activity,40.0,Inactive,35.0,29.0,88.0,0.888
1001,6.0,Physical activity,40.0,Inactive,35.0,29.0,89.0,0.888
1002,6.0,Physical activity,40.0,Inactive,35.0,29.0,90.0,0.888
1003,6.0,Physical activity,40.0,Inactive,35.0,29.0,91.0,0.888
1004,6.0,Physical activity,40.0,Inactive,35.0,29.0,92.0,0.888
1005,6.0,Physical activity,40.0,Inactive,35.0,29.0,93.0,0.888
1006,6.0,Physical activity,40.0,Inactive,35.0,29.0,94.0,0.888
1007,6.0,Physical activity,40.0,Inactive,35.0,29.0,95.0,0.888
1008,6.0,Physical activity,40.0,Inactive,35.0,29.0,96.0,0.888
1009,6.0,Physical activity,40.0,Inactive,35.0,29.0,97.0,0.888
1010,6.0,Physical activity,40.0,Inactive,35.0,29.0,98.0,0.888
1011,6.0,Physical activity,40.0,Inactive,35.0,29.0,99.0,0.888
1012,6.0,Physical activity,40.0,Inactive,35.0,29.0,100.0,0.888
1013,6.0,Physical activity,40.0,Inactive,35.0,29.0,101.0,0.888
1014,6.0,Physical activity,40.0,Inactive,35.0,29.0,102.0,0.888
1015,6.0,Physical activity,40.0,Inactive,35.0,29.0,103.0,0.888
1016,6.0,Physical activity,40.0,Inactive,35.0,29.0,104.0,0.888
1017,6.0,Physical activity,40.0,Inactive,35.0,29.0,105.0,0.888
1018,6.0,Physical activity,40.0,Inactive,35.0,29.0,106.0,0.888
1019,6.0,Physical activity,40.0,Inactive,35.0,29.0,107.0,0.888
1020,6.0,Physical activity,40.0,Inactive,35.0,29.0,108.0,0.888
1021,6.0,Physical activity,40.0,Inactive,35.0,29.0,109.0,0.888
1022,6.0,Physical activity,40.0,Inactive,35.0,29.0,110.0,0.888
1023,6.0,Physical activity,40.0,Inactive,35.0,30.0,18.0,0.648
1024,6.0,Physical activity,40.0,Inactive,35.0,30.0,19.0,0.648
1025,6.0,Physical activity,40.0,Inactive,35.0,30.0,20.0,0.648
1026,6.0,Physical activity,40.0,Inactive,35.0,30.0,21.0,0.648
1027,6.0,Physical activity,40.0,Inactive,35.0,30.0,22.0,0.648
1028,6.0,Physical activity,40.0,Inactive,35.0,30.0,23.0,0.648
1029,6.0,Physical activity,40.0,Inactive,35.0,30.0,24.0,0.648
1030,6.0,Physical activity,40.0,Inactive,35.0,30.0,25.0,0.62
1031,6.0,Physical activity,40.0,Inactive,35.0,30.0,26.0,0.62
1032,6.0,Physical activity,40.0,Inactive,35.0,30.0,27.0,0.62
1033,6.0,Physical activity,40.0,Inactive,35.0,30.0,28.0,0.62
1034,6.0,Physical activity,40.0,Inactive,35.0,30.0,29.0,0.62
1035,6.0,Physical activity,40.0,Inactive,35.0,30.0,30.0,0.62
1036,6.0,Physical activity,40.0,Inactive,35.0,30.0,31.0,0.62
1037,6.0,Physical activity,40.0,Inactive,35.0,30.0,32.0,0.62
1038,6.0,Physical activity,40.0,Inactive,35.0,30.0,33.0,0.62
1039,6.0,Physical activity,40.0,Inactive,35.0,30.0,34.0,0.62
1040,6.0,Physical activity,40.0,Inactive,35.0,30.0,35.0,0.62
1041,6.0,Physical activity,40.0,Inactive,35.0,30.0,36.0,0.62
1042,6.0,Physical activity,40.0,Inactive,35.0,30.0,37.0,0.62
1043,6.0,Physical activity,40.0,Inactive,35.0,30.0,38.0,0.62
1044,6.0,Physical activity,40.0,Inactive,35.0,30.0,39.0,0.62
1045,6.0,Physical activity,40.0,Inactive,35.0,30.0,40.0,0.62
1046,6.0,Physical activity,40.0,Inactive,35.0,30.0,41.0,0.62
1047,6.0,Physical activity,40.0,Inactive,35.0,30.0,42.0,0.62
1048,6.0,Physical activity,40.0,Inactive,35.0,30.0,43.0,0.62
1049,6.0,Physical activity,40.0,Inactive,35.0,30.0,44.0,0.62
1050,6.0,Physical activity,40.0,Inactive,35.0,30.0,45.0,0.716
1051,6.0,Physical activity,40.0,Inactive,35.0,30.0,46.0,0.716
1052,6.0,Physical activity,40.0,Inactive,35.0,30.0,47.0,0.716
1053,6.0,Physical activity,40.0,Inactive,35.0,30.0,48.0,0.716
1054,6.0,Physical activity,40.0,Inactive,35.0,30.0,49.0,0.716
1055,6.0,Physical activity,40.0,Inactive,35.0,30.0,50.0,0.716
1056,6.0,Physical activity,40.0,Inactive,35.0,30.0,51.0,0.716
1057,6.0,Physical activity,40.0,Inactive,35.0,30.0,52.0,0.716
1058,6.0,Physical activity,40.0,Inactive,35.0,30.0,53.0,0.716
1059,6.0,Physical activity,40.0,Inactive,35.0,30.0,54.0,0.716
1060,6.0,Physical activity,40.0,Inactive,35.0,30.0,55.0,0.753
1061,6.0,Physical activity,40.0,Inactive,35.0,30.0,56.0,0.753
1062,6.0,Physical activity,40.0,Inactive,35.0,30.0,57.0,0.753
1063,6.0,Physical activity,40.0,Inactive,35.0,30.0,58.0,0.753
1064,6.0,Physical activity,40.0,Inactive,35.0,30.0,59.0,0.753
1065,6.0,Physical activity,40.0,Inactive,35.0,30.0,60.0,0.753
1066,6.0,Physical activity,40.0,Inactive,35.0,30.0,61.0,0.753
1067,6.0,Physical activity,40.0,Inactive,35.0,30.0,62.0,0.753
1068,6.0,Physical activity,40.0,Inactive,35.0,30.0,63.0,0.753
1069,6.0,Physical activity,40.0,Inactive,35.0,30.0,64.0,0.753
1070,6.0,Physical activity,40.0,Inactive,35.0,30.0,65.0,0.797
1071,6.0,Physical activity,40.0,Inactive,35.0,30.0,66.0,0.797
1072,6.0,Physical activity,40.0,Inactive,35.0,30.0,67.0,0.797
1073,6.0,Physical activity,40.0,Inactive,35.0,30.0,68.0,0.797
1074,6.0,Physical activity,40.0,Inactive,35.0,30.0,69.0,0.797
1075,6.0,Physical activity,40.0,Inactive,35.0,30.0,70.0,0.797
1076,6.0,Physical activity,40.0,Inactive,35.0,30.0,71.0,0.797
1077,6.0,Physical activity,40.0,Inactive,35.0,30.0,72.0,0.797
1078,6.0,Physical activity,40.0,Inactive,35.0,30.0,73.0,0.797
1079,6.0,Physical activity,40.0,Inactive,35.0,30.0,74.0,0.797
1080,6.0,Physical activity,40.0,Inactive,35.0,30.0,75.0,0.88
1081,6.0,Physical activity,40.0,Inactive,35.0,30.0,76.0,0.88
1082,6.0,Physical activity,40.0,Inactive,35.0,30.0,77.0,0.88
1083,6.0,Physical activity,40.0,Inactive,35.0,30.0,78.0,0.88
1084,6.0,Physical activity,40.0,Inactive,35.0,30.0,79.0,0.88
1085,6.0,Physical activity,40.0,Inactive,35.0,30.0,80.0,0.88
1086,6.0,Physical activity,40.0,Inactive,35.0,30.0,81.0,0.88
1087,6.0,Physical activity,40.0,Inactive,35.0,30.0,82.0,0.88
1088,6.0,Physical activity,40.0,Inactive,35.0,30.0,83.0,0.88
1089,6.0,Physical activity,40.0,Inactive,35.0,30.0,84.0,0.88
1090,6.0,Physical activity,40.0,Inactive,35.0,30.0,85.0,0.88
1091,6.0,Physical activity,40.0,Inactive,35.0,30.0,86.0,0.88
1092,6.0,Physical activity,40.0,Inactive,35.0,30.0,87.0,0.88
1093,6.0,Physical activity,40.0,Inactive,35.0,30.0,88.0,0.88
1094,6.0,Physical activity,40.0,Inactive,35.0,30.0,89.0,0.88
1095,6.0,Physical activity,40.0,Inactive,35.0,30.0,90.0,0.88
1096,6.0,Physical activity,40.0,Inactive,35.0,30.0,91.0,0.88
1097,6.0,Physical activity,40.0,Inactive,35.0,30.0,92.0,0.88
1098,6.0,Physical activity,40.0,Inactive,35.0,30.0,93.0,0.88
1099,6.0,Physical activity,40.0,Inactive,35.0,30.0,94.0,0.88
1100,6.0,Physical activity,40.0,Inactive,35.0,30.0,95.0,0.88
1101,6.0,Physical activity,40.0,Inactive,35.0,30.0,96.0,0.88
1102,6.0,Physical activity,40.0,Inactive,35.0,30.0,97.0,0.88
1103,6.0,Physical activity,40.0,Inactive,35.0,30.0,98.0,0.88
1104,6.0,Physical activity,40.0,Inactive,35.0,30.0,99.0,0.88
1105,6.0,Physical activity,40.0,Inactive,35.0,30.0,100.0,0.88
1106,6.0,Physical activity,40.0,Inactive,35.0,30.0,101.0,0.88
1107,6.0,Physical activity,40.0,Inactive,35.0,30.0,102.0,0.88
1108,6.0,Physical activity,40.0,Inactive,35.0,30.0,103.0,0.88
1109,6.0,Physical activity,40.0,Inactive,35.0,30.0,104.0,0.88
1110,6.0,Physical activity,40.0,Inactive,35.0,30.0,105.0,0.88
1111,6.0,Physical activity,40.0,Inactive,35.0,30.0,106.0,0.88
1112,6.0,Physical activity,40.0,Inactive,35.0,30.0,107.0,0.88
1113,6.0,Physical activity,40.0,Inactive,35.0,30.0,108.0,0.88
1114,6.0,Physical activity,40.0,Inactive,35.0,30.0,109.0,0.88
1115,6.0,Physical activity,40.0,Inactive,35.0,30.0,110.0,0.88
1116,3.0,BMI,25.0,Overweight,34.0,31.0,20.0,0.395
1117,3.0,BMI,25.0,Overweight,34.0,31.0,21.0,0.395
1118,3.0,BMI,25.0,Overweight,34.0,31.0,22.0,0.395
1119,3.0,BMI,25.0,Overweight,34.0,31.0,23.0,0.395
1120,3.0,BMI,25.0,Overweight,34.0,31.0,24.0,0.395
1121,3.0,BMI,25.0,Overweight,34.0,31.0,25.0,0.395
1122,3.0,BMI,25.0,Overweight,34.0,31.0,26.0,0.395
1123,3.0,BMI,25.0,Overweight,34.0,31.0,27.0,0.395
1124,3.0,BMI,25.0,Overweight,34.0,31.0,28.0,0.395
1125,3.0,BMI,25.0,Overweight,34.0,31.0,29.0,0.395
1126,3.0,BMI,25.0,Overweight,34.0,31.0,30.0,0.395
1127,3.0,BMI,25.0,Overweight,34.0,31.0,31.0,0.395
1128,3.0,BMI,25.0,Overweight,34.0,31.0,32.0,0.395
1129,3.0,BMI,25.0,Overweight,34.0,31.0,33.0,0.395
1130,3.0,BMI,25.0,Overweight,34.0,31.0,34.0,0.395
1131,3.0,BMI,25.0,Overweight,34.0,31.0,35.0,0.395
1132,3.0,BMI,25.0,Overweight,34.0,31.0,36.0,0.395
1133,3.0,BMI,25.0,Overweight,34.0,31.0,37.0,0.395
1134,3.0,BMI,25.0,Overweight,34.0,31.0,38.0,0.395
1135,3.0,BMI,25.0,Overweight,34.0,31.0,39.0,0.395
1136,3.0,BMI,25.0,Overweight,34.0,31.0,40.0,0.395
1137,3.0,BMI,25.0,Overweight,34.0,31.0,41.0,0.395
1138,3.0,BMI,25.0,Overweight,34.0,31.0,42.0,0.395
1139,3.0,BMI,25.0,Overweight,34.0,31.0,43.0,0.395
1140,3.0,BMI,25.0,Overweight,34.0,31.0,44.0,0.395
1141,3.0,BMI,25.0,Overweight,34.0,31.0,45.0,0.43799999999999994
1142,3.0,BMI,25.0,Overweight,34.0,31.0,46.0,0.43799999999999994
1143,3.0,BMI,25.0,Overweight,34.0,31.0,47.0,0.43799999999999994
1144,3.0,BMI,25.0,Overweight,34.0,31.0,48.0,0.43799999999999994
1145,3.0,BMI,25.0,Overweight,34.0,31.0,49.0,0.43799999999999994
1146,3.0,BMI,25.0,Overweight,34.0,31.0,50.0,0.43799999999999994
1147,3.0,BMI,25.0,Overweight,34.0,31.0,51.0,0.43799999999999994
1148,3.0,BMI,25.0,Overweight,34.0,31.0,52.0,0.43799999999999994
1149,3.0,BMI,25.0,Overweight,34.0,31.0,53.0,0.43799999999999994
1150,3.0,BMI,25.0,Overweight,34.0,31.0,54.0,0.43799999999999994
1151,3.0,BMI,25.0,Overweight,34.0,31.0,55.0,0.43799999999999994
1152,3.0,BMI,25.0,Overweight,34.0,31.0,56.0,0.43799999999999994
1153,3.0,BMI,25.0,Overweight,34.0,31.0,57.0,0.43799999999999994
1154,3.0,BMI,25.0,Overweight,34.0,31.0,58.0,0.43799999999999994
1155,3.0,BMI,25.0,Overweight,34.0,31.0,59.0,0.43799999999999994
1156,3.0,BMI,25.0,Overweight,34.0,31.0,60.0,0.43799999999999994
1157,3.0,BMI,25.0,Overweight,34.0,31.0,61.0,0.43799999999999994
1158,3.0,BMI,25.0,Overweight,34.0,31.0,62.0,0.43799999999999994
1159,3.0,BMI,25.0,Overweight,34.0,31.0,63.0,0.43799999999999994
1160,3.0,BMI,25.0,Overweight,34.0,31.0,64.0,0.43799999999999994
1161,3.0,BMI,25.0,Overweight,34.0,31.0,65.0,0.428
1162,3.0,BMI,25.0,Overweight,34.0,31.0,66.0,0.428
1163,3.0,BMI,25.0,Overweight,34.0,31.0,67.0,0.428
1164,3.0,BMI,25.0,Overweight,34.0,31.0,68.0,0.428
1165,3.0,BMI,25.0,Overweight,34.0,31.0,69.0,0.428
1166,3.0,BMI,25.0,Overweight,34.0,31.0,70.0,0.428
1167,3.0,BMI,25.0,Overweight,34.0,31.0,71.0,0.428
1168,3.0,BMI,25.0,Overweight,34.0,31.0,72.0,0.428
1169,3.0,BMI,25.0,Overweight,34.0,31.0,73.0,0.428
1170,3.0,BMI,25.0,Overweight,34.0,31.0,74.0,0.428
1171,3.0,BMI,25.0,Overweight,34.0,31.0,75.0,0.428
1172,3.0,BMI,25.0,Overweight,34.0,31.0,76.0,0.428
1173,3.0,BMI,25.0,Overweight,34.0,31.0,77.0,0.428
1174,3.0,BMI,25.0,Overweight,34.0,31.0,78.0,0.428
1175,3.0,BMI,25.0,Overweight,34.0,31.0,79.0,0.428
1176,3.0,BMI,25.0,Overweight,34.0,31.0,80.0,0.428
1177,3.0,BMI,25.0,Overweight,34.0,31.0,81.0,0.428
1178,3.0,BMI,25.0,Overweight,34.0,31.0,82.0,0.428
1179,3.0,BMI,25.0,Overweight,34.0,31.0,83.0,0.428
1180,3.0,BMI,25.0,Overweight,34.0,31.0,84.0,0.428
1181,3.0,BMI,25.0,Overweight,34.0,31.0,85.0,0.428
1182,3.0,BMI,25.0,Overweight,34.0,31.0,86.0,0.428
1183,3.0,BMI,25.0,Overweight,34.0,31.0,87.0,0.428
1184,3.0,BMI,25.0,Overweight,34.0,31.0,88.0,0.428
1185,3.0,BMI,25.0,Overweight,34.0,31.0,89.0,0.428
1186,3.0,BMI,25.0,Overweight,34.0,31.0,90.0,0.428
1187,3.0,BMI,25.0,Overweight,34.0,31.0,91.0,0.428
1188,3.0,BMI,25.0,Overweight,34.0,31.0,92.0,0.428
1189,3.0,BMI,25.0,Overweight,34.0,31.0,93.0,0.428
1190,3.0,BMI,25.0,Overweight,34.0,31.0,94.0,0.428
1191,3.0,BMI,25.0,Overweight,34.0,31.0,95.0,0.428
1192,3.0,BMI,25.0,Overweight,34.0,31.0,96.0,0.428
1193,3.0,BMI,25.0,Overweight,34.0,31.0,97.0,0.428
1194,3.0,BMI,25.0,Overweight,34.0,31.0,98.0,0.428
1195,3.0,BMI,25.0,Overweight,34.0,31.0,99.0,0.428
1196,3.0,BMI,25.0,Overweight,34.0,31.0,100.0,0.428
1197,3.0,BMI,25.0,Overweight,34.0,31.0,101.0,0.428
1198,3.0,BMI,25.0,Overweight,34.0,31.0,102.0,0.428
1199,3.0,BMI,25.0,Overweight,34.0,31.0,103.0,0.428
1200,3.0,BMI,25.0,Overweight,34.0,31.0,104.0,0.428
1201,3.0,BMI,25.0,Overweight,34.0,31.0,105.0,0.428
1202,3.0,BMI,25.0,Overweight,34.0,31.0,106.0,0.428
1203,3.0,BMI,25.0,Overweight,34.0,31.0,107.0,0.428
1204,3.0,BMI,25.0,Overweight,34.0,31.0,108.0,0.428
1205,3.0,BMI,25.0,Overweight,34.0,31.0,109.0,0.428
1206,3.0,BMI,25.0,Overweight,34.0,31.0,110.0,0.428
1207,3.0,BMI,25.0,Overweight,34.0,29.0,18.0,0.35700000000000004
1208,3.0,BMI,25.0,Overweight,34.0,29.0,19.0,0.35700000000000004
1209,3.0,BMI,25.0,Overweight,34.0,29.0,20.0,0.35700000000000004
1210,3.0,BMI,25.0,Overweight,34.0,29.0,21.0,0.35700000000000004
1211,3.0,BMI,25.0,Overweight,34.0,29.0,22.0,0.35700000000000004
1212,3.0,BMI,25.0,Overweight,34.0,29.0,23.0,0.35700000000000004
1213,3.0,BMI,25.0,Overweight,34.0,29.0,24.0,0.35700000000000004
1214,3.0,BMI,25.0,Overweight,34.0,29.0,25.0,0.35700000000000004
1215,3.0,BMI,25.0,Overweight,34.0,29.0,26.0,0.35700000000000004
