Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,209,72,128,41,2,5
4,202,70,123,42,1,15
5,212,71,126,32,2,15
6,209,79,136,42,2,10
7,235,68,131,45,1,10
8,194,87,140,39,3,15
9,200,68,152,40,4,10
10,224,81,139,38,8,5
11,236,98,136,50,0,10
12,264,79,127,48,2,20
13,219,103,144,35,3,20
14,224,91,144,41,4,5
15,245,85,155,42,4,15
16,263,114,154,40,4,15
17,243,92,138,37,7,35
18,235,112,138,43,5,10
19,241,109,143,42,11,35
20,255,126,154,47,6,30
21,234,99,156,59,11,30
22,233,148,154,38,7,40
23,234,137,144,47,9,50
24,225,145,145,55,4,50
25,233,147,141,45,6,25
26,248,147,169,49,5,25
27,233,132,151,51,9,25
