Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,209,72,128,41,2,5
4,204,70,128,42,1,15
5,215,71,127,32,3,15
6,216,79,141,42,2,10
7,250,68,134,46,3,15
8,206,88,150,39,4,15
9,215,69,159,40,4,10
10,246,83,145,40,9,10
11,251,100,144,52,1,15
12,287,80,135,47,2,25
13,237,104,153,36,4,30
14,245,93,155,42,7,10
15,268,87,167,43,6,20
16,288,115,167,40,3,25
17,266,93,152,38,7,35
18,256,124,145,44,8,15
19,273,112,154,46,14,40
20,277,130,162,51,8,35
21,262,106,166,63,16,50
22,265,150,170,40,10,50
23,264,144,161,51,11,60
24,247,152,158,55,6,60
25,267,157,154,51,9,50
26,269,157,180,53,11,40
27,261,135,158,52,10,55
