Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,214,56,129,36,1,15
4,228,73,153,31,2,20
5,228,72,139,36,4,10
6,215,56,132,54,2,15
7,227,57,125,36,2,10
8,241,89,149,37,3,20
9,237,96,134,42,1,5
10,259,91,145,51,6,5
11,240,101,135,41,4,15
12,249,96,137,40,2,30
13,243,98,145,38,5,5
14,250,78,126,51,4,25
15,243,103,157,51,5,10
16,239,106,159,44,6,40
17,238,100,157,36,5,20
18,254,127,170,54,5,25
19,261,112,157,59,5,20
20,246,125,160,40,7,25
21,241,104,142,39,11,40
22,258,107,174,45,10,45
23,272,147,157,52,11,25
24,265,126,154,50,11,55
25,269,139,169,43,8,50
26,263,141,181,41,7,50
27,277,166,184,47,13,35
