Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,199,60,148,38,2,10
4,241,61,125,39,0,5
5,217,90,142,50,0,5
6,230,82,130,33,7,10
7,227,84,135,45,4,35
8,247,66,147,48,0,5
9,240,82,153,37,6,5
10,250,84,154,39,3,40
11,246,79,128,44,2,5
12,269,80,151,47,9,15
13,244,83,137,52,6,65
14,257,103,159,52,4,15
15,226,107,161,44,9,15
16,262,101,143,36,5,20
17,274,105,153,51,6,35
18,258,119,150,43,7,20
19,235,102,176,47,3,35
20,251,118,150,58,5,35
21,277,124,162,45,7,25
22,256,116,169,49,19,25
23,260,129,160,47,7,80
24,242,125,166,43,9,40
25,276,160,174,36,10,30
26,252,149,159,53,12,60
27,294,155,142,53,10,45
