Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,198,65,137,41,2,5
4,185,80,136,37,2,25
5,216,71,119,51,1,15
6,245,72,133,38,4,5
7,229,64,125,43,0,25
8,221,88,154,43,1,0
9,228,82,154,41,1,10
10,223,64,121,48,3,0
11,212,74,139,47,3,5
12,239,83,131,41,1,15
13,227,85,138,50,2,20
14,238,82,145,52,4,15
15,211,114,151,38,4,10
16,240,109,130,42,6,10
17,249,110,134,59,4,50
18,239,101,131,43,2,15
19,241,105,164,34,6,5
20,214,96,152,37,2,25
21,222,102,147,48,4,25
22,238,125,162,56,4,15
23,220,127,157,51,5,20
24,225,136,151,42,8,10
25,251,126,144,43,8,35
26,245,140,140,56,12,25
27,241,148,171,56,8,55
