Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,198,60,133,47,0,15
4,208,70,126,42,1,15
5,201,79,148,40,1,5
6,221,87,126,37,2,5
7,255,71,145,27,0,5
8,222,76,138,45,2,5
9,229,91,136,47,1,5
10,240,85,168,39,3,15
11,227,89,163,46,3,10
12,254,73,155,35,5,20
13,199,96,154,36,4,5
14,217,81,156,48,3,35
15,200,111,158,52,5,20
16,245,104,137,42,3,15
17,220,102,161,43,7,15
18,221,106,155,44,1,35
19,232,125,161,44,6,15
20,247,118,170,44,7,10
21,250,114,165,44,7,35
22,228,124,151,40,9,40
23,234,133,166,49,7,25
24,270,113,177,54,5,50
25,257,116,164,65,6,35
26,245,130,164,55,6,25
27,234,144,143,48,6,15
