Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,227,69,109,44,2,10
4,195,64,137,45,0,20
5,231,68,142,36,2,5
6,221,77,144,42,2,5
7,234,80,139,29,2,20
8,237,62,138,49,3,5
9,241,90,112,42,1,0
10,222,81,131,45,4,5
11,254,67,141,44,3,15
12,236,93,142,43,2,20
13,251,76,126,36,3,5
14,229,126,148,50,9,25
15,226,100,142,42,2,20
16,231,99,141,43,7,20
17,242,100,157,43,8,25
18,228,108,165,48,3,45
19,235,106,145,43,5,25
20,252,122,158,44,0,40
21,204,126,153,43,6,0
22,216,109,153,45,6,0
23,214,121,173,57,7,25
24,259,120,174,55,8,45
25,232,124,157,47,6,30
26,260,149,163,54,5,30
27,223,138,153,47,10,20
