Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,201,49,143,39,2,20
4,194,58,146,47,3,35
5,237,61,140,38,2,30
6,216,82,146,42,1,10
7,244,72,131,38,2,5
8,220,81,133,41,3,10
9,250,81,147,41,3,20
10,255,81,148,49,3,15
11,237,73,155,50,0,5
12,247,95,145,49,7,0
13,243,83,143,39,3,35
14,253,82,141,39,5,15
15,252,105,149,39,4,15
16,244,107,136,46,6,10
17,236,98,150,32,6,40
18,273,106,154,50,5,30
19,240,133,156,42,4,35
20,256,123,159,57,11,20
21,259,131,175,49,6,40
22,255,124,175,43,13,45
23,246,133,154,54,6,30
24,263,129,162,52,9,45
25,277,141,153,43,8,55
26,259,141,169,55,14,60
27,275,132,155,54,8,30
