Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,217,68,153,55,0,25
4,216,82,142,38,2,10
5,242,67,143,42,2,15
6,263,77,133,42,2,10
7,240,79,135,40,3,25
8,231,86,140,38,2,0
9,234,84,139,41,1,5
10,240,93,140,38,3,10
11,278,83,134,40,5,15
12,266,93,143,46,4,5
13,259,95,147,52,6,25
14,270,79,157,34,6,25
15,241,101,154,43,4,25
16,292,113,144,46,4,40
17,280,110,163,49,4,20
18,266,117,153,47,12,20
19,234,134,167,40,7,35
20,267,123,142,56,7,40
21,267,129,182,41,9,35
22,236,117,149,65,9,35
23,244,144,149,46,10,35
24,263,162,141,42,9,40
25,279,138,134,43,8,55
26,264,142,161,51,10,35
27,273,136,165,46,15,60
