Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,229,65,129,45,0,20
4,248,77,145,38,4,5
5,218,57,129,38,3,20
6,263,77,131,44,3,20
7,240,68,137,41,2,5
8,250,100,151,38,2,5
9,238,83,137,43,0,5
10,256,81,152,38,7,10
11,240,88,161,46,4,15
12,243,96,165,37,3,25
13,251,98,151,35,2,35
14,233,92,137,52,8,0
15,240,105,153,56,2,35
16,240,100,142,45,8,10
17,246,128,149,59,3,10
18,247,119,161,50,8,45
19,236,119,153,58,10,30
20,263,132,162,38,2,55
21,220,128,157,47,6,20
22,255,121,171,53,11,30
23,260,131,156,55,8,45
24,236,147,175,43,8,40
25,246,120,167,44,9,25
26,259,123,153,50,6,40
27,253,147,153,63,13,45
