Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,223,62,136,38,2,5
4,218,80,129,39,1,25
5,228,77,130,46,0,10
6,249,69,130,52,2,10
7,219,67,138,40,1,20
8,235,71,153,42,2,5
9,231,80,119,50,5,5
10,257,88,128,47,3,25
11,228,85,160,53,1,15
12,254,97,141,39,7,15
13,233,90,151,46,4,20
14,261,120,153,54,6,20
15,218,107,176,36,4,35
16,240,100,143,53,6,15
17,280,110,167,49,6,40
18,244,121,163,40,4,20
19,250,121,162,39,7,15
20,249,118,125,38,11,25
21,257,144,155,50,8,45
22,270,122,158,47,9,55
23,283,131,171,41,6,35
24,245,127,146,49,4,40
25,251,135,195,49,11,30
26,248,168,156,40,11,25
27,244,134,147,50,14,60
