Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,196,48,141,33,0,5
4,196,71,153,31,1,5
5,240,72,128,39,1,5
6,224,85,133,30,5,0
7,254,71,128,36,5,10
8,217,69,139,38,4,20
9,249,79,142,43,4,35
10,245,82,153,45,5,20
11,251,109,131,32,9,25
12,255,97,142,60,6,35
13,223,94,127,34,5,45
14,270,103,140,34,4,5
15,243,88,160,44,7,25
16,255,87,151,38,5,25
17,269,111,160,49,8,35
18,251,124,138,50,9,25
19,234,113,174,55,5,40
20,246,137,144,38,7,35
21,254,127,189,46,8,25
22,265,130,141,35,6,40
23,241,130,161,53,9,35
24,283,114,154,51,12,40
25,253,148,153,47,6,35
26,264,149,164,39,10,50
27,260,135,141,45,14,40
