Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,208,62,132,35,1,15
4,234,56,138,39,2,10
5,216,75,140,40,3,15
6,233,73,155,38,2,5
7,203,80,141,58,5,15
8,252,71,143,40,5,25
9,226,70,109,51,1,20
10,244,79,146,33,1,15
11,249,94,136,55,1,15
12,220,83,133,42,6,0
13,228,87,136,31,3,10
14,260,104,152,49,3,20
15,225,99,135,36,5,20
16,200,106,126,51,3,30
17,230,89,163,38,3,25
18,263,111,135,46,6,0
19,241,112,155,39,5,35
20,233,124,152,52,6,15
21,246,120,146,43,2,25
22,234,141,158,46,7,10
23,240,138,171,41,13,40
24,245,128,140,50,5,40
25,233,135,147,51,3,40
26,246,133,133,57,6,20
27,265,139,132,37,7,25
