Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,205,47,131,53,4,25
4,238,68,140,33,1,10
5,246,63,143,31,2,5
6,243,74,132,38,2,15
7,247,84,170,41,2,15
8,243,90,138,46,4,0
9,224,74,134,42,3,15
10,218,91,158,43,2,15
11,264,107,134,59,3,15
12,244,89,157,46,6,5
13,265,114,157,44,4,35
14,235,103,139,49,3,5
15,276,115,162,57,7,25
16,266,104,150,36,3,40
17,254,103,125,56,5,25
18,254,101,141,53,5,20
19,265,109,151,50,5,25
20,278,110,171,42,2,20
21,278,139,154,59,6,5
22,255,121,161,39,9,50
23,273,139,159,44,7,20
24,307,116,182,36,6,25
25,271,137,190,43,9,45
26,249,137,164,44,5,35
27,252,171,180,50,19,35
