Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,210,75,126,38,0,10
4,231,81,141,32,2,0
5,234,83,140,44,5,15
6,210,81,113,39,3,15
7,245,70,139,49,3,20
8,242,92,139,41,2,10
9,225,83,173,57,2,5
10,274,83,146,31,1,15
11,265,74,163,47,2,25
12,247,95,133,46,1,10
13,271,84,140,49,0,10
14,282,83,150,51,5,0
15,271,107,158,54,5,20
16,255,139,149,47,3,25
17,258,126,148,56,9,15
18,258,117,163,47,3,20
19,256,110,176,42,12,20
20,259,118,160,52,5,45
21,296,129,174,39,7,50
22,254,115,169,47,5,15
23,251,145,181,58,14,35
24,280,141,163,46,6,45
25,289,128,178,51,11,50
26,261,142,164,40,10,30
27,261,150,166,55,12,60
