Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,178,39,119,35,1,10
4,240,65,140,36,3,5
5,214,67,143,43,1,15
6,209,65,133,38,3,10
7,269,67,127,46,1,20
8,260,81,146,41,2,15
9,228,60,136,43,2,5
10,240,84,149,42,1,5
11,236,81,129,40,6,10
12,253,75,141,36,2,15
13,247,86,157,45,7,25
14,265,100,156,42,4,20
15,270,107,134,32,3,20
16,252,115,163,41,4,20
17,251,110,147,49,2,35
18,266,105,147,52,1,0
19,251,106,164,44,7,5
20,239,111,159,51,6,25
21,260,135,159,64,4,35
22,272,124,166,43,5,25
23,260,122,157,52,5,35
24,260,113,157,43,12,25
25,248,147,177,57,7,40
26,236,155,153,36,7,35
27,261,131,167,51,8,45
