Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,248,72,140,42,3,20
4,221,61,143,38,0,5
5,238,69,163,48,1,10
6,218,78,122,47,3,10
7,234,76,153,43,0,20
8,224,97,122,36,0,0
9,253,82,144,34,0,5
10,260,79,132,45,4,0
11,235,85,142,54,1,0
12,248,82,164,47,10,15
13,247,105,148,46,4,25
14,263,99,148,50,8,10
15,238,95,130,49,4,40
16,279,91,163,58,5,30
17,235,105,157,39,8,10
18,270,116,156,47,6,60
19,243,113,178,47,4,25
20,255,113,149,41,6,20
21,263,138,163,54,10,35
22,224,154,172,42,11,35
23,253,131,160,55,8,60
24,238,138,153,39,9,25
25,265,110,166,57,7,35
26,272,125,173,53,16,40
27,240,144,159,41,15,70
