Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,222,53,123,50,1,10
4,204,68,124,33,0,10
5,221,72,133,38,2,0
6,225,74,157,36,3,0
7,228,78,168,45,0,10
8,210,84,129,58,2,5
9,262,88,130,35,3,10
10,240,96,156,41,1,15
11,232,84,147,32,2,10
12,273,91,133,40,8,5
13,249,82,138,54,2,25
14,286,77,144,46,3,20
15,271,99,144,62,5,25
16,281,108,147,35,11,10
17,250,125,145,47,8,40
18,264,118,167,54,9,45
19,281,130,142,47,7,50
20,282,113,162,36,10,30
21,259,135,161,44,9,30
22,263,103,166,51,7,40
23,268,128,168,47,5,35
24,252,133,154,47,8,65
25,292,134,174,37,8,40
26,250,147,154,48,15,30
27,259,157,196,43,9,35
