Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,210,69,146,35,3,5
4,203,70,129,45,1,20
5,224,68,153,43,3,0
6,203,66,123,41,4,5
7,226,78,127,47,2,15
8,210,77,149,48,4,10
9,228,79,139,44,1,15
10,225,77,150,46,5,20
11,217,91,136,37,1,25
12,228,88,140,48,1,5
13,224,95,125,27,0,5
14,261,90,133,45,5,5
15,192,102,119,33,3,5
16,253,103,162,56,3,5
17,241,114,131,43,3,30
18,241,92,156,58,5,15
19,227,102,157,40,4,15
20,248,114,160,47,8,20
21,217,134,157,41,5,25
22,224,128,155,39,2,20
23,238,116,139,40,3,25
24,256,123,144,53,6,30
25,250,133,136,55,6,10
26,220,148,134,43,6,25
27,248,139,137,46,8,35
