Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,211,74,121,42,1,15
4,227,61,138,39,1,0
5,240,82,128,51,0,20
6,245,74,136,37,2,0
7,249,88,144,37,4,0
8,236,97,141,37,3,10
9,232,84,118,53,8,25
10,233,81,122,40,1,35
11,232,87,152,41,6,5
12,277,104,140,46,8,10
13,245,79,141,34,6,45
14,253,108,145,51,8,40
15,290,101,167,42,3,25
16,290,103,153,47,13,20
17,249,121,162,42,6,35
18,276,117,161,56,7,55
19,257,122,163,42,10,60
20,272,141,163,50,13,25
21,252,126,174,34,8,45
22,259,140,147,45,12,45
23,261,151,177,52,10,75
24,281,156,174,46,8,50
25,274,144,146,47,14,35
26,277,143,145,48,14,45
27,254,132,170,56,10,70
