Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,222,74,147,38,2,15
4,247,67,137,56,3,20
5,199,57,125,38,0,10
6,211,73,133,42,5,10
7,224,63,151,47,3,20
8,265,104,133,51,4,25
9,231,75,135,56,2,15
10,263,91,134,54,6,20
11,267,79,140,37,6,30
12,236,67,143,50,1,20
13,268,103,146,44,2,5
14,244,80,154,43,9,15
15,239,121,180,24,5,35
16,272,97,146,34,9,10
17,286,110,164,54,10,45
18,239,117,177,54,11,35
19,253,124,166,37,9,70
20,251,107,162,42,7,45
21,294,132,162,38,10,40
22,243,123,160,39,8,50
23,248,161,155,37,10,30
24,220,137,190,43,9,45
25,279,142,165,58,10,50
26,285,153,150,51,20,45
27,274,144,174,52,9,105
