Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,218,70,121,39,3,35
4,225,64,131,39,3,20
5,213,71,126,37,2,20
6,230,78,111,37,0,5
7,269,73,129,51,2,0
8,224,79,135,30,0,10
9,226,68,131,38,0,5
10,227,90,154,43,4,5
11,247,109,135,47,6,10
12,239,102,142,45,3,25
13,241,97,137,44,4,20
14,221,96,155,43,6,30
15,244,100,129,34,1,25
16,243,88,136,45,1,0
17,212,94,132,52,4,10
18,240,111,152,45,2,20
19,245,112,149,45,5,15
20,212,103,151,49,6,35
21,248,98,154,43,1,15
22,240,121,147,42,7,10
23,279,120,165,48,4,30
24,254,102,163,45,9,20
25,266,134,153,55,3,30
26,227,130,145,46,5,30
27,233,140,148,41,8,20
