Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,203,70,141,45,1,0
4,217,57,138,40,2,15
5,240,74,148,26,1,0
6,237,84,139,46,4,10
7,235,71,130,38,3,10
8,245,73,152,49,2,15
9,243,86,139,45,4,10
10,220,87,134,43,3,35
11,265,90,161,41,2,10
12,232,86,139,40,7,10
13,238,111,153,36,7,30
14,254,92,164,45,7,15
15,291,104,146,52,4,35
16,286,102,157,51,5,20
17,251,107,176,54,9,25
18,255,114,169,50,7,40
19,265,110,165,48,7,25
20,283,115,171,40,5,20
21,250,123,157,46,11,50
22,270,121,160,49,6,50
23,275,135,197,42,7,35
24,246,137,148,58,8,25
25,253,129,155,42,7,50
26,274,136,170,43,11,30
27,250,157,161,68,11,60
