Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,206,63,132,39,3,15
4,222,60,139,43,2,10
5,224,69,146,44,0,20
6,224,91,79,40,1,0
7,208,77,113,47,2,0
8,234,72,114,45,2,15
9,235,69,143,37,4,5
10,236,71,147,44,1,25
11,228,84,128,47,3,5
12,224,86,151,43,3,0
13,218,95,122,47,2,15
14,231,97,132,43,0,5
15,251,93,155,40,4,15
16,229,113,140,36,1,30
17,243,126,126,52,5,0
18,232,115,139,42,7,20
19,254,109,153,51,6,35
20,254,114,150,33,4,30
21,235,105,147,45,8,15
22,219,129,158,51,6,25
23,245,139,148,41,6,30
24,215,134,131,42,8,20
25,246,132,161,41,5,55
26,263,144,154,47,5,35
27,246,137,139,40,2,30
