Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,202,72,150,35,0,10
4,201,60,142,28,3,5
5,209,77,153,45,3,5
6,228,91,141,38,3,25
7,217,82,130,41,2,5
8,245,73,140,46,6,25
9,259,80,141,52,4,25
10,267,75,143,44,4,10
11,274,87,167,38,3,15
12,240,89,171,57,7,25
13,295,120,121,55,6,30
14,249,105,164,40,5,15
15,237,118,143,44,1,25
16,262,101,168,47,4,15
17,287,129,125,46,4,5
18,288,95,150,42,5,20
19,262,112,157,49,3,40
20,285,102,139,55,2,15
21,263,105,158,40,9,5
22,277,151,163,50,12,40
23,273,128,179,58,6,40
24,249,113,188,50,6,40
25,249,154,142,41,9,25
26,238,147,171,47,12,40
27,260,149,171,65,8,60
