Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,208,65,121,51,3,15
4,213,66,123,38,2,20
5,219,55,135,39,1,10
6,214,75,128,45,2,15
7,253,78,141,44,1,15
8,232,87,169,38,5,5
9,253,73,144,38,3,15
10,233,91,133,49,2,5
11,255,90,122,50,4,5
12,274,89,137,33,2,35
13,270,81,148,50,1,5
14,257,92,135,41,7,5
15,263,108,155,41,8,35
16,270,109,136,44,7,10
17,224,117,160,45,5,35
18,241,120,152,48,5,35
19,270,118,179,50,4,30
20,241,125,158,46,13,25
21,278,123,162,51,11,30
22,254,153,157,52,9,55
23,273,139,147,47,5,55
24,247,123,159,53,15,35
25,274,144,160,50,10,60
26,282,139,175,42,9,20
27,281,156,174,42,13,70
