Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,208,65,121,51,3,15
4,210,66,123,38,2,20
5,218,55,134,39,1,10
6,209,75,127,45,2,15
7,248,78,139,44,1,15
8,226,86,169,38,4,5
9,248,72,145,37,3,15
10,226,91,129,49,2,5
11,251,89,120,50,4,0
12,270,87,137,33,2,35
13,265,79,141,50,1,5
14,252,92,133,41,7,5
15,259,106,156,41,6,35
16,264,108,134,44,7,10
17,219,117,157,44,5,25
18,234,120,149,47,5,35
19,267,115,173,50,3,30
20,237,124,155,47,12,25
21,270,121,160,50,9,30
22,243,153,154,51,6,50
23,259,140,139,47,6,45
24,241,123,152,52,13,35
25,270,141,154,51,8,50
26,271,135,172,40,8,5
27,271,154,165,42,13,65
