Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,220,61,125,40,2,10
4,202,58,133,37,1,5
5,213,68,127,36,2,15
6,199,60,131,47,2,15
7,220,70,129,49,2,5
8,197,79,159,36,4,5
9,224,77,143,46,6,10
10,246,77,137,42,4,25
11,228,97,144,45,1,20
12,248,91,145,40,4,20
13,206,78,150,35,3,15
14,212,103,139,45,4,15
15,248,89,143,43,3,10
16,246,117,140,41,4,15
17,279,116,150,45,5,15
18,241,116,158,55,2,30
19,203,90,151,40,8,5
20,250,119,163,43,3,25
21,236,116,167,48,9,15
22,253,126,163,48,2,40
23,238,114,134,47,3,30
24,244,144,149,48,13,35
25,225,143,155,44,7,25
26,267,110,138,51,3,50
27,252,131,154,50,6,30
