Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,184,62,117,42,0,10
4,184,63,140,38,3,20
5,224,73,142,45,3,15
6,237,69,125,44,2,20
7,224,65,126,35,3,10
8,281,58,120,39,3,10
9,255,72,132,41,2,20
10,243,78,152,35,8,10
11,242,99,135,44,8,20
12,253,108,151,52,2,35
13,246,94,152,51,0,20
14,237,91,157,43,6,10
15,291,91,151,48,3,25
16,270,91,150,49,5,15
17,274,119,166,47,10,15
18,279,125,159,48,6,50
19,278,109,162,35,10,40
20,279,123,179,45,5,35
21,287,131,165,41,9,35
22,269,139,149,61,9,30
23,258,147,150,43,7,50
24,252,125,169,41,11,55
25,243,132,150,53,14,25
26,255,142,172,44,11,50
27,253,148,169,45,5,65
