Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,200,71,124,35,1,15
4,221,69,133,31,3,15
5,226,63,126,35,2,15
6,222,65,116,45,0,10
7,216,77,128,37,3,5
8,231,69,116,39,1,15
9,217,85,134,41,5,10
10,234,91,139,29,2,20
11,201,77,128,49,1,15
12,223,89,148,38,2,5
13,246,109,149,42,1,10
14,234,96,145,43,4,5
15,241,98,147,41,3,20
16,247,98,145,48,1,20
17,259,96,135,44,4,10
18,207,120,153,33,3,10
19,250,103,142,51,2,10
20,251,124,167,46,4,15
21,247,135,145,37,13,20
22,242,150,157,53,5,45
23,231,132,161,45,11,35
24,237,118,158,46,7,60
25,256,139,135,52,7,20
26,247,123,160,44,8,45
27,272,120,163,44,7,45
