Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,210,75,126,38,0,10
4,226,81,138,32,2,0
5,226,83,137,43,3,15
6,199,81,110,39,3,10
7,231,70,136,49,3,20
8,229,91,136,40,1,10
9,206,83,165,57,2,5
10,249,79,139,31,1,15
11,252,72,155,47,2,15
12,233,94,130,45,1,10
13,258,84,132,47,0,10
14,255,81,138,49,3,0
15,244,106,146,52,3,10
16,231,134,131,46,3,20
17,243,120,143,54,7,15
18,237,109,150,46,1,15
19,227,107,163,41,8,15
20,238,111,148,51,5,25
21,269,123,163,36,6,25
22,228,114,154,49,2,20
23,227,141,166,57,9,30
24,245,128,153,43,6,30
25,261,123,168,51,7,40
26,248,132,151,39,5,25
27,247,137,162,54,7,35
