Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,210,77,123,38,4,15
4,214,61,133,40,5,10
5,185,65,134,53,2,45
6,227,51,128,31,0,20
7,214,74,127,45,1,0
8,219,76,157,47,2,15
9,232,96,137,51,2,5
10,224,71,137,31,4,0
11,214,73,136,44,1,5
12,219,80,131,45,3,15
13,238,95,159,43,3,25
14,228,99,128,45,4,10
15,219,94,135,42,1,20
16,225,97,143,42,1,10
17,238,106,159,51,5,10
18,236,81,173,41,5,10
19,227,118,146,35,4,15
20,235,104,152,47,6,30
21,248,123,161,41,5,30
22,235,126,140,49,4,25
23,269,132,137,58,8,15
24,240,128,172,54,4,20
25,260,134,172,46,5,30
26,250,139,173,45,6,15
27,237,138,167,37,4,30
